HSHEET,YEAR,Longitude (Geographic NAD83),Latitude (Geographic NAD83),Longitude (UTM NAD83),Latitude (UTM NAD83),Historical sounding (Mean lower low water),LiDAR elevation (Mean lower low water),Difference = LiDAR - Historical
H08576,1961,156.42905W,20.91825N,767408.7299,2315243.452,-7.7768,-8.490000725,-0.713200725
H08576,1961,156.48935W,20.93917N,761097.2886,2317461.176,-8.2768,-12.09800053,-3.821200526
H08576,1961,156.48957W,20.94059N,761072.1424,2317618.088,-14.1768,-14.76400089,-0.587200893
H08576,1961,156.48716W,20.94097N,761321.5106,2317663.54,-14.6768,-15.90000057,-1.223200572
H08576,1961,156.49238W,20.93988N,760780.2794,2317534.864,-9.3768,-10.94800091,-1.571200908
H08576,1961,156.45256W,20.90967N,764976.8916,2314253.472,-12.6768,-14.18800068,-1.511200679
H08576,1961,156.46585W,20.90513N,763601.7557,2313729.636,-6.0768,-6.284000397,-0.207200397
H08576,1961,156.46676W,20.90484N,763507.7736,2313695.583,-13.0768,-14.86200047,-1.785200465
H08576,1961,156.43153W,20.92336N,767140.7554,2315805.152,-8.6768,-9.62100029,-0.94420029
H08576,1961,156.43764W,20.92268N,766506.366,2315719.336,-12.4768,-12.93200111,-0.455201114
H08576,1961,156.42307W,20.92367N,768021.3944,2315853.183,-6.6768,-6.727000237,-0.050200237
H08576,1961,156.42502W,20.92347N,767818.6278,2315827.547,-6.6768,-6.98900032,-0.31220032
H08576,1961,156.43871W,20.91253N,766413.3933,2314593.293,-2.9768,-3.53000021,-0.55320021
H08576,1961,156.48495W,20.93687N,761559.0992,2317212.962,-10.8768,-11.92900085,-1.052200855
H08576,1961,156.48499W,20.93854N,761551.8296,2317397.628,-15.5768,-16.55400085,-0.977200855
H08576,1961,156.48699W,20.93476N,761350.8192,2316975.951,-6.6768,-7.78000021,-1.10320021
H08576,1961,156.43193W,20.92029N,767104.6795,2315464.579,-4.8768,-6.190000534,-1.313200534
H08576,1961,156.43048W,20.92644N,767245.2885,2316147.487,-15.2768,-16.76900101,-1.492201007
H08576,1961,156.43063W,20.91746N,767245.718,2315152.878,-7.1768,-8.662000656,-1.485200656
H08576,1961,156.42600W,20.91717N,767727.6303,2315128.81,-8.6768,-9.380000114,-0.703200114
H08576,1961,156.48567W,20.93677N,761483.8299,2317201.257,-11.2768,-13.30700111,-2.030201114
H08576,1961,156.48536W,20.93761N,761514.8362,2317294.577,-11.7768,-13.40000057,-1.623200572
H08576,1961,156.48386W,20.93446N,761676.6987,2316948.052,-10.8768,-11.54000092,-0.663200916
H08576,1961,156.49079W,20.93791N,760949.0361,2317318.497,-6.6768,-7.175000191,-0.498200191
H08576,1961,156.46794W,20.90336N,763387.3412,2313530.171,-14.3768,-15.3550005,-0.978200496
H08576,1961,156.43897W,20.91802N,766375.9954,2315201.337,-5.5768,-6.468000412,-0.891200412
H08576,1961,156.48625W,20.94041N,761417.0621,2317602.891,-17.0768,-18.8560009,-1.7792009
H08576,1961,156.48759W,20.94059N,761277.7418,2317620.868,-14.3768,-15.53000069,-1.153200687
H08576,1961,156.49135W,20.93909N,760889.2424,2317448.39,-9.0768,-9.228000641,-0.151200641
H08576,1961,156.48851W,20.94275N,761178.6847,2317858.708,-19.0768,-21.5170002,-2.440200198
H08576,1961,156.42980W,20.92388N,767320.3731,2315865.859,-9.1768,-10.19400024,-1.017200244
H08576,1961,156.43269W,20.92240N,767022.2649,2315697.123,-8.6768,-8.960000038,-0.283200038
H08576,1961,156.43449W,20.92178N,766835.7528,2315624.788,-9.5768,-10.93800068,-1.361200679
H08576,1961,156.43290W,20.92200N,767001.2291,2315652.252,-8.2768,-8.68500042,-0.40820042
H08576,1961,156.43314W,20.92148N,766977.381,2315594.484,-7.7768,-8.141000748,-0.364200748
H08576,1961,156.43642W,20.91463N,766647.4699,2314829.677,-2.0768,-2.838000298,-0.761200298
H08576,1961,156.43643W,20.92269N,766632.7868,2315722.133,-11.0768,-12.08400059,-1.007200588
H08576,1961,156.43680W,20.92084N,766597.0255,2315517.498,-9.1768,-10.69900036,-1.522200359
H08576,1961,156.42943W,20.92361N,767359.0479,2315836.235,-9.1768,-9.918000221,-0.741200221
H08576,1961,156.43971W,20.91200N,766310.36,2314533.377,-4.8768,-6.078000546,-1.201200546
H08576,1961,156.43944W,20.91235N,766337.111,2314572.578,-4.4768,-5.84400034,-1.36720034
H08576,1961,156.42617W,20.92069N,767704.2023,2315518.394,-4.4768,-4.524000168,-0.047200168
H08576,1961,156.43990W,20.91443N,766285.8808,2314801.856,-5.7768,-6.731000423,-0.954200423
H08576,1961,156.48410W,20.93610N,761648.355,2317129.285,-12.3768,-13.68800068,-1.311200679
H08576,1961,156.48604W,20.93831N,761442.5644,2317370.434,-14.6768,-16.67900085,-2.002200855
H08576,1961,156.42626W,20.92524N,767686.5391,2316022.178,-10.6768,-12.49300098,-1.816200984
H08576,1961,156.43057W,20.92471N,767238.562,2315956.72,-9.5768,-10.20500088,-0.628200877
H08576,1961,156.43498W,20.92530N,766778.8397,2316013.724,-18.8768,-20.34000015,-1.463200153
H08576,1961,156.47150W,20.90337N,763016.4175,2313525.098,-12.8768,-14.49900055,-1.622200549
H08576,1961,156.49329W,20.93760N,760690.1837,2317280.215,-5.1768,-6.408000469,-1.231200469
H08576,1961,156.49292W,20.93705N,760729.2126,2317220.23,-5.1768,-5.199000359,-0.022200359
H08576,1961,156.43462W,20.91667N,766831.7921,2315059.065,-5.5768,-6.740000248,-1.163200248
H08576,1961,156.43561W,20.92089N,766721.2007,2315524.137,-9.1768,-9.559000969,-0.382200969
H08576,1961,156.43829W,20.91872N,766446.4602,2315279.789,-5.7768,-7.215000153,-1.438200153
H08576,1961,156.49101W,20.93954N,760924.1444,2317499.12,-13.2768,-14.15100098,-0.874200977
H08576,1961,156.48919W,20.93014N,761129.8272,2316460.467,-2.7768,-3.850000143,-1.073200143
H08576,1961,156.45937W,20.90678N,764273.568,2313922.162,-8.0768,-9.339000702,-1.262200702
H08576,1961,156.49134W,20.94246N,760884.6413,2317821.975,-15.7768,-15.99000072,-0.213200725
H08576,1961,156.44271W,20.91647N,765989.9488,2315023.685,-10.6768,-13.25700092,-2.580200923
H08576,1961,156.46326W,20.90694N,763867.7224,2313933.798,-8.0768,-8.036000252,0.040799748
H08576,1961,156.46490W,20.90753N,763696.8484,2313996.458,-11.0768,-8.339000702,2.737799298
H08576,1961,156.46688W,20.90593N,763493.0689,2313815.991,-14.4768,-15.92400074,-1.44720074
H08576,1961,156.43263W,20.92171N,767029.1132,2315620.46,-7.7768,-7.688000202,0.088799798
H08576,1961,156.44104W,20.90700N,766180.8908,2313977.176,-2.9768,-2.429000139,0.547799861
H08576,1961,156.43857W,20.92143N,766412.4171,2315579.91,-9.5768,-14.5890007,-5.012200702
H08576,1961,156.43861W,20.92111N,766408.4187,2315543.51,-10.2768,-10.57900047,-0.302200473
H08576,1961,156.43808W,20.92006N,766465.9371,2315428.882,-8.2768,-8.676000595,-0.399200595
H08576,1961,156.43069W,20.92279N,767229.0789,2315743.088,-7.7768,-8.399000168,-0.622200168
H08576,1961,156.45269W,20.90609N,764969.5378,2313857.754,-5.1768,-5.514000416,-0.337200416
H08576,1961,156.44046W,20.91087N,766234.3151,2314406.425,-16.1768,-20.47900009,-4.302200092
H08576,1961,156.42603W,20.92799N,767705.5822,2316327.14,-15.0768,-14.68100071,0.395799291
H08576,1961,156.43538W,20.91929N,766747.4363,2315348.078,-4.8768,-5.620000362,-0.743200362
H08576,1961,156.43624W,20.91739N,766661.8233,2315136.443,-9.0768,-9.841000557,-0.764200557
H08576,1961,156.42751W,20.92141N,767563.2642,2315596.34,-4.2768,-4.687000275,-0.410200275
H08576,1961,156.42400W,20.92556N,767921.0466,2316060.953,-11.0768,-12.2140007,-1.137200702
H08576,1961,156.42939W,20.91859N,767372.6422,2315280.43,-6.6768,-7.812000275,-1.135200275
H08576,1961,156.43383W,20.92344N,766901.9086,2315809.636,-8.4768,-9.349000931,-0.872200931
H08576,1961,156.49094W,20.93688N,760935.8345,2317204.521,-5.3768,-5.948000431,-0.571200431
H08576,1961,156.43534W,20.92059N,766749.8199,2315491.913,-8.4768,-7.751000404,0.725799596
H08576,1961,156.43934W,20.91878N,766336.6612,2315285.347,-6.8768,-7.285000324,-0.408200324
H08576,1961,156.48957W,20.93867N,761075.3807,2317404.779,-8.2768,-11.34200096,-3.065200961
H08576,1961,156.49381W,20.94162N,760629.3232,2317724.592,-10.6768,-11.32000065,-0.643200649
H08576,1961,156.49322W,20.94256N,760688.2372,2317830.31,-14.1768,-14.82400036,-0.647200359
H08576,1961,156.43689W,20.91469N,766598.5444,2314836.317,-2.6768,-3.600000143,-0.923200143
H08576,1961,156.49218W,20.94106N,760799.0549,2317665.102,-11.5768,-11.57800102,-0.001201022
H08576,1961,156.44171W,20.91687N,766093.0066,2315068.866,-9.0768,-10.52700043,-1.450200427
H08576,1961,156.45035W,20.90995N,765205.8538,2314289.125,-11.3768,-20.5870018,-9.210201801
H08576,1961,156.43449W,20.92212N,766835.7622,2315663.23,-9.9768,-10.99500084,-1.018200839
H08576,1961,156.43219W,20.92117N,767076.179,2315560.837,-4.8768,-6.049000263,-1.172200263
H08576,1961,156.42316W,20.92176N,768014.9014,2315641.924,-4.0768,-4.339000225,-0.262200225
H08576,1961,156.42306W,20.92015N,768028.3921,2315463.113,-9.1768,-9.254000664,-0.077200664
H08576,1961,156.44000W,20.91167N,766280.1428,2314496.115,-3.8768,-6.680000305,-2.803200305
H08576,1961,156.43841W,20.91164N,766446.4962,2314495.447,-2.6768,-3.320000172,-0.643200172
H08576,1961,156.43842W,20.91475N,766439.7415,2314840.206,-5.7768,-6.562000275,-0.785200275
H08576,1961,156.42336W,20.92687N,767984.7832,2316207.658,-10.6768,-12.23900032,-1.56220032
H08576,1961,156.43035W,20.91917N,767271.7225,2315342.402,-4.8768,-6.03000021,-1.15320021
H08576,1961,156.48558W,20.93724N,761492.4918,2317252.794,-9.9768,-11.89900017,-1.922200168
H08576,1961,156.48499W,20.93484N,761558.1573,2316987.844,-9.9768,-10.93700027,-0.960200275
H08576,1961,156.48486W,20.93535N,761571.2099,2317044.768,-9.9768,-11.78800106,-1.811201061
H08576,1961,156.43261W,20.91724N,767039.9585,2315125.099,-8.4768,-8.56000042,-0.08320042
H08576,1961,156.48858W,20.92841N,761195.9905,2316269.746,-6.0768,-5.584000111,0.492799889
H08576,1961,156.48859W,20.93968N,761175.3826,2317518.343,-10.4768,-12.8390007,-2.362200702
H08576,1961,156.49282W,20.93815N,760737.718,2317341.776,-5.9768,-6.138000488,-0.161200488
H08576,1961,156.49180W,20.94129N,760838.6056,2317691.421,-12.8768,-12.79800034,0.078799664
H08576,1961,156.49144W,20.94116N,760876.3927,2317677.501,-12.6768,-12.93000031,-0.253200305
H08576,1961,156.44125W,20.91687N,766141.705,2315069.865,-7.7768,-8.624000549,-0.847200549
H08576,1961,156.44122W,20.91851N,766140.8812,2315251.978,-12.4768,-15.03900051,-2.562200511
H08576,1961,156.45011W,20.90662N,765236.8116,2313919.717,-8.8768,-6.429000378,2.447799622
H08576,1961,156.43367W,20.92122N,766922.2713,2315564.909,-7.7768,-8.297000885,-0.520200885
H08576,1961,156.43551W,20.91568N,766740.5116,2314947.93,-3.7768,-5.242000103,-1.465200103
H08576,1961,156.43671W,20.92418N,766600.7875,2315887.685,-15.5768,-16.71900177,-1.14220177
H08576,1961,156.42289W,20.92218N,768042.4532,2315689.228,-4.9768,-5.217000484,-0.240200484
H08576,1961,156.42560W,20.92827N,767749.8306,2316358.76,-15.2768,-15.67800045,-0.40120045
H08576,1961,156.43467W,20.91916N,766822.3819,2315334.986,-3.8768,-4.799000263,-0.922200263
H08576,1961,156.43681W,20.91649N,766604.1035,2315035.594,-9.0768,-10.24000072,-1.163200725
H08576,1961,156.42476W,20.92117N,767849.976,2315573.69,-4.6768,-4.454000473,0.222799527
H08576,1961,156.44535W,20.91470N,765718.5517,2314823.164,-13.7768,-15.22300053,-1.446200526
H08576,1961,156.42926W,20.92750N,767370.1326,2316267.916,-15.0768,-15.38000107,-0.303201068
H08576,1961,156.43174W,20.91987N,767125.2016,2315418.046,-3.3768,-5.116000175,-1.739200175
H08576,1961,156.42836W,20.91660N,767483.2687,2315061.079,-9.0768,-8.588000298,0.488799702
H08576,1961,156.43571W,20.92401N,766704.5219,2315870.621,-13.4768,-14.86900043,-1.392200435
H08576,1961,156.43339W,20.92420N,766946.5503,2315894.878,-10.2768,-10.84900093,-0.572200931
H08576,1961,156.49120W,20.93241N,760916.2186,2316709.144,-3.5768,-4.48900032,-0.91220032
H08576,1961,156.43481W,20.92102N,766803.8986,2315540.415,-8.0768,-8.527000427,-0.450200427
H08576,1961,156.44056W,20.91918N,766208.6923,2315327.174,-9.7768,-13.0180006,-3.241200603
H08576,1961,156.49069W,20.93996N,760956.6115,2317545.823,-13.7768,-14.62200069,-0.845200694
H08576,1961,156.48793W,20.93951N,761244.66,2317500.597,-12.6768,-12.052001,0.624799001
H08576,1961,156.46081W,20.90671N,764123.9358,2313911.928,-8.4768,-9.068000793,-0.591200793
H08576,1961,156.48678W,20.94068N,761362.278,2317632.164,-17.6768,-17.90800095,-0.231200946
H08576,1961,156.43488W,20.92137N,766796.0929,2315579.397,-9.7768,-10.07000065,-0.293200649
H08576,1961,156.43546W,20.92161N,766735.5292,2315604.462,-10.6768,-11.57500076,-0.898200763
H08576,1961,156.43183W,20.92224N,767111.5189,2315680.938,-7.7768,-8.352000237,-0.575200237
H08576,1961,156.43170W,20.92278N,767124.8191,2315740.864,-8.6768,-9.551000595,-0.874200595
H08576,1961,156.44447W,20.90556N,765826.3621,2313812.11,-3.1768,-3.070000172,0.106799828
H08576,1961,156.43722W,20.92022N,766554.3236,2315447.466,-9.0768,-9.900000572,-0.823200572
H08576,1961,156.42429W,20.91924N,767902.3205,2315360.606,-4.8768,-5.360000134,-0.483200134
H08576,1961,156.45530W,20.90695N,764696.6247,2313947.81,-6.9768,-7.67800045,-0.70120045
H08576,1961,156.43766W,20.91314N,766521.4754,2314662.929,-3.5768,-4.600000381,-1.023200381
H08576,1961,156.45080W,20.90934N,765160.9449,2314219.838,-11.3768,-12.37000084,-0.993200839
H08576,1961,156.43807W,20.91687N,766472.01,2315074.806,-6.9768,-6.450000286,0.526799714
H08576,1961,156.43900W,20.91638N,766376.4002,2315019.549,-4.8768,-5.058000088,-0.181200088
H08576,1961,156.42578W,20.92022N,767745.3137,2315466.764,-4.6768,-5.392000198,-0.715200198
H08576,1961,156.42773W,20.92029N,767541.537,2315471.36,-3.8768,-4.84100008,-0.96420008
H08576,1961,156.42840W,20.92737N,767459.9677,2316254.291,-13.4768,-13.53200054,-0.055200542
H08576,1961,156.42549W,20.91607N,767782.8619,2315008.167,-3.1768,-4.294000149,-1.117200149
H08576,1961,156.43077W,20.92046N,767224.9878,2315485.229,-4.6768,-4.509000301,0.167799699
H08576,1961,156.43075W,20.91659N,767233.9378,2315056.529,-6.0768,-6.759000301,-0.682200301
H08576,1961,156.42665W,20.91718N,767660.3849,2315128.95,-8.8768,-10.1430006,-1.266200603
H08576,1961,156.49171W,20.93689N,760855.3939,2317204.037,-5.1768,-5.886000156,-0.709200156
H08576,1961,156.44000W,20.91856N,766268.0706,2315258.994,-6.4768,-7.635000229,-1.158200229
H08576,1961,156.45992W,20.90632N,764216.9279,2313870.306,-7.9768,-7.499000549,0.477799451
H08576,1961,156.45546W,20.90772N,764678.3989,2314033.708,-9.0768,-10.59800053,-1.521200526
H08576,1961,156.48594W,20.94257N,761446.0804,2317842.741,-19.2768,-20.23700142,-0.960201419
H08576,1961,156.44401W,20.91615N,765855.1225,2314986.307,-17.9768,-17.36700058,0.60979942
H08576,1961,156.44407W,20.90577N,765866.9906,2313836.354,-2.4768,-3.160000086,-0.683200086
H08576,1961,156.42476W,20.92399N,767844.6383,2315886.569,-8.2768,-7.507000446,0.769799554
H08576,1961,156.42366W,20.92333N,767960.2774,2315815.42,-4.9768,-6.08700037,-1.11020037
H08576,1961,156.44021W,20.91132N,766259.6339,2314457.124,-4.4768,-10.61300087,-6.13620087
H08576,1961,156.44007W,20.91714N,766264.018,2315102.06,-4.8768,-5.525000095,-0.648200095
H08576,1961,156.43003W,20.92179N,767300.0545,2315633.442,-3.8768,-6.099000454,-2.222200454
H08576,1961,156.42447W,20.91753N,767886.7224,2315171.69,-8.8768,-9.227000237,-0.350200237
H08576,1961,156.48861W,20.93266N,761185.166,2316741.383,-6.4768,-9.501000404,-3.024200404
H08576,1961,156.43087W,20.92543N,767205.7683,2316035.073,-10.4768,-11.72400093,-1.247200931
H08576,1961,156.42649W,20.91669N,767677.8056,2315074.724,-8.0768,-8.386000633,-0.309200633
H08576,1961,156.43362W,20.92314N,766923.7692,2315776.972,-8.0768,-8.798000336,-0.721200336
H08576,1961,156.43502W,20.92386N,766777.229,2315854.17,-13.0768,-13.82800102,-0.751201022
H08576,1961,156.48423W,20.93524N,761636.6344,2317033.942,-9.7768,-11.34500027,-1.568200267
H08576,1961,156.46866W,20.90357N,763311.5241,2313552.128,-13.7768,-15.1590004,-1.382200397
H08576,1961,156.49081W,20.93754N,760947.5882,2317278.04,-6.0768,-6.887000561,-0.810200561
H08576,1961,156.49147W,20.93772N,760879.2261,2317297.131,-6.4768,-6.410000324,0.066799676
H08576,1961,156.49110W,20.93510N,760922.3845,2317006.681,-4.8768,-5.033000469,-0.156200469
H08576,1961,156.46560W,20.90480N,763628.1425,2313693.496,-4.9768,-5.691000462,-0.714200462
H08576,1961,156.48686W,20.93911N,761356.7842,2317458.265,-12.6768,-13.79000092,-1.113200916
H08576,1961,156.48561W,20.93871N,761487.0201,2317415.775,-16.5768,-17.99000168,-1.413201679
H08576,1961,156.48975W,20.94181N,761050.6764,2317752.68,-14.8768,-17.28900146,-2.412201465
H08576,1961,156.46194W,20.90479N,764008.9648,2313697.853,-2.7768,-3.738000155,-0.961200155
H08576,1961,156.48605W,20.94145N,761436.5734,2317719.073,-18.3768,-19.03900146,-0.662201465
H08576,1961,156.48835W,20.94080N,761198.1991,2317642.884,-14.8768,-14.69300079,0.183799207
H08576,1961,156.49293W,20.94296N,760718.0303,2317874.977,-15.4768,-15.9800005,-0.503200496
H08576,1961,156.45269W,20.90942N,764964.1163,2314225.463,-14.6768,-16.72500038,-2.048200382
H08576,1961,156.43752W,20.91503N,766532.078,2314872.368,-4.6768,-5.293000221,-0.616200221
H08576,1961,156.46571W,20.90632N,763614.558,2313861.557,-7.7768,-13.68900108,-5.912201083
H08576,1961,156.49397W,20.93833N,760618.0618,2317360.066,-6.0768,-6.388000488,-0.311200488
H08576,1961,156.46326W,20.90748N,763867.6076,2313993.728,-12.3768,-12.3010006,0.075799405
H08576,1961,156.46533W,20.90573N,763655.149,2313796.062,-6.0768,-6.572000504,-0.495200504
H08576,1961,156.43112W,20.92317N,767184.3781,2315785.023,-9.1768,-9.802000046,-0.625200046
H08576,1961,156.42369W,20.92018N,767962.1405,2315466.258,-4.8768,-5.468000412,-0.591200412
H08576,1961,156.45166W,20.90579N,765077.2743,2313825.233,-4.6768,-4.639000416,0.037799584
H08576,1961,156.44113W,20.91375N,766158.7709,2314724.384,-11.5768,-13.80000114,-2.223201144
H08576,1961,156.43721W,20.91824N,766559.2887,2315227.973,-4.9768,-5.129000187,-0.152200187
H08576,1961,156.42576W,20.92184N,767743.987,2315646.656,-4.8768,-5.204000473,-0.327200473
H08576,1961,156.42672W,20.92067N,767646.0652,2315515.356,-4.8768,-5.032000065,-0.155200065
H08576,1961,156.43835W,20.91369N,766448.6947,2314722.808,-4.8768,-5.650000095,-0.773200095
H08576,1961,156.44569W,20.91467N,765682.6968,2314819.602,-14.8768,-17.59900093,-2.722200931
H08576,1961,156.48463W,20.93615N,761593.7416,2317134.299,-11.0768,-13.00900078,-1.932200778
H08576,1961,156.49459W,20.94215N,760546.3164,2317781.896,-11.5768,-12.97000027,-1.393200267
H08576,1961,156.43063W,20.92074N,767239.2606,2315516.92,-4.8768,-5.28000021,-0.40320021
H08576,1961,156.42350W,20.92546N,767973.3582,2316050.715,-11.0768,-11.86200047,-0.785200465
H08576,1961,156.42289W,20.92525N,768036.7884,2316028.691,-9.7768,-11.05400085,-1.277200855
H08576,1961,156.42668W,20.92664N,767639.8249,2316176.526,-11.2768,-11.68600082,-0.409200824
H08576,1961,156.42967W,20.92686N,767328.7221,2316195.575,-14.8768,-15.29600048,-0.419200481
H08576,1961,156.43573W,20.92014N,766709.6095,2315441.861,-6.4768,-6.957000256,-0.480200256
H08576,1961,156.48533W,20.93923N,761515.1417,2317474.044,-16.3768,-17.19200134,-0.815201343
H08576,1961,156.48726W,20.94007N,761313.292,2317563.82,-13.7768,-15.40000057,-1.623200572
H08576,1961,156.46280W,20.90532N,763919.1564,2313755.368,-3.1768,-6.110000134,-2.933200134
H08576,1961,156.49598W,20.93985N,760406.3973,2317525.472,-4.0768,-5.875000477,-1.798200477
H08576,1961,156.43655W,20.91534N,766632.8927,2314908.1,-2.9768,-4.129000187,-1.152200187
H08576,1961,156.46699W,20.90653N,763480.992,2313882.047,-15.5768,-16.85500145,-1.27820145
H08576,1961,156.46660W,20.90506N,763524.0402,2313720.212,-14.6768,-14.63300037,0.043799626
H08576,1961,156.44494W,20.90536N,765777.9087,2313788.96,-2.0768,-2.769000292,-0.692200292
H08576,1961,156.45065W,20.90604N,765182.0503,2313854.593,-6.8768,-6.979000568,-0.102200568
H08576,1961,156.43575W,20.91962N,766708.2534,2315383.456,-5.1768,-6.31400013,-1.13720013
H08576,1961,156.43379W,20.91784N,766915.8805,2315190.248,-7.7768,-8.159000397,-0.382200397
H08576,1961,156.42688W,20.92024N,767631.0156,2315467.256,-3.8768,-4.425000191,-0.548200191
H08576,1961,156.42804W,20.92069N,767508.7804,2315514.815,-4.2768,-4.592000484,-0.315200484
H08576,1961,156.44060W,20.91477N,766212.5326,2314838.684,-6.0768,-6.968000412,-0.891200412
H08576,1961,156.48874W,20.93289N,761171.9721,2316766.434,-6.0768,-7.104000568,-1.027200568
H08576,1961,156.43029W,20.91608N,767282.7216,2315000.257,-5.1768,-8.343000412,-3.166200412
H08576,1961,156.42933W,20.91745N,767381.0176,2315154.049,-10.4768,-10.46200085,0.014799153
H08576,1961,156.42787W,20.91730N,767532.3768,2315140.412,-9.5768,-10.09600067,-0.519200671
H08576,1961,156.48630W,20.93869N,761414.7393,2317412.647,-15.5768,-17.22500038,-1.648200382
H08576,1961,156.48970W,20.94116N,761056.6997,2317680.436,-14.6768,-16.06200027,-1.385200275
H08576,1961,156.48793W,20.94017N,761243.0977,2317573.687,-14.3768,-15.49500084,-1.118200839
H08576,1961,156.46236W,20.90476N,763965.0923,2313694.279,-2.2768,-3.140000105,-0.863200105
H08576,1961,156.48662W,20.94175N,761376.6463,2317751.144,-15.9768,-17.13000107,-1.153201068
